,movie,year,imdb,metascore,votes,n_imdb
523,The Last Boy Scout,1991,7.0,52,87307,70.0
524,The Doors,1991,7.2,62,78875,72.0
525,Delicatessen,1991,7.6,66,75711,76.0
526,The Fisher King,1991,7.5,61,74346,75.0
527,Backdraft,1991,6.7,38,67217,67.0
528,My Girl,1991,6.9,56,66892,69.0
529,Star Trek VI: The Undiscovered Country,1991,7.2,65,65754,72.0
530,Father of the Bride,1991,6.5,51,64045,65.0
531,Fried Green Tomatoes,1991,7.7,64,62121,77.0
532,Bill & Ted's Bogus Journey,1991,6.3,60,58857,63.0
533,What About Bob?,1991,7.0,60,58538,70.0
534,Night on Earth,1991,7.8,68,50872,78.0
535,The Rocketeer,1991,6.4,61,49175,64.0
536,Hudson Hawk,1991,5.8,17,49168,58.0
537,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6.0,45,48336,60.0
538,Sleeping with the Enemy,1991,6.2,48,46165,62.0
539,My Own Private Idaho,1991,7.1,77,45491,71.0
540,City Slickers,1991,6.7,70,44987,67.0
541,Naked Lunch,1991,7.1,67,43309,71.0
542,Highlander II: The Quickening,1991,4.3,31,41569,43.0
543,Freddy's Dead: The Final Nightmare,1991,4.9,39,38206,49.0
544,La double vie de Véronique,1991,7.8,86,37144,78.0
545,Child's Play 3,1991,5.1,27,33021,51.0
546,Doc Hollywood,1991,6.2,56,30854,62.0
547,The Commitments,1991,7.6,73,30182,76.0
548,New Jack City,1991,6.7,61,29112,67.0
549,L.A. Story,1991,6.7,66,28047,67.0
550,Regarding Henry,1991,6.7,47,27663,67.0
551,Frankie and Johnny,1991,6.7,66,26762,67.0
552,Don't Tell Mom the Babysitter's Dead,1991,6.2,35,25613,62.0
553,The Silence of the Lambs,1991,8.6,85,1156391,86.0
554,Terminator 2: Judgment Day,1991,8.5,75,922795,85.0
555,Beauty and the Beast,1991,8.0,95,395722,80.0
556,Hook,1991,6.8,52,216985,68.0
557,Robin Hood: Prince of Thieves,1991,6.9,51,168140,69.0
558,Cape Fear,1991,7.3,73,156116,73.0
559,Point Break,1991,7.3,58,142433,73.0
560,JFK,1991,8.0,72,132273,80.0
561,Thelma & Louise,1991,7.4,88,124106,74.0
562,The Addams Family,1991,6.9,57,116907,69.0
563,Boyz n the Hood,1991,7.7,76,114204,77.0
564,Barton Fink,1991,7.7,69,105625,77.0
565,The Naked Gun 2½: The Smell of Fear,1991,6.9,65,97739,69.0
566,Hot Shots!,1991,6.8,61,92865,68.0
567,The Last Boy Scout,1991,7.0,52,87307,70.0
568,The Doors,1991,7.2,62,78875,72.0
569,Delicatessen,1991,7.6,66,75711,76.0
570,The Fisher King,1991,7.5,61,74346,75.0
571,Backdraft,1991,6.7,38,67217,67.0
572,My Girl,1991,6.9,56,66892,69.0
573,Star Trek VI: The Undiscovered Country,1991,7.2,65,65754,72.0
574,Father of the Bride,1991,6.5,51,64045,65.0
575,Fried Green Tomatoes,1991,7.7,64,62121,77.0
576,Bill & Ted's Bogus Journey,1991,6.3,60,58857,63.0
577,What About Bob?,1991,7.0,60,58538,70.0
578,Night on Earth,1991,7.8,68,50872,78.0
579,The Rocketeer,1991,6.4,61,49175,64.0
580,Hudson Hawk,1991,5.8,17,49168,58.0
581,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6.0,45,48336,60.0
582,Sleeping with the Enemy,1991,6.2,48,46165,62.0
583,My Own Private Idaho,1991,7.1,77,45491,71.0
584,City Slickers,1991,6.7,70,44987,67.0
585,Naked Lunch,1991,7.1,67,43309,71.0
586,Highlander II: The Quickening,1991,4.3,31,41569,43.0
587,Freddy's Dead: The Final Nightmare,1991,4.9,39,38206,49.0
588,La double vie de Véronique,1991,7.8,86,37144,78.0
589,Child's Play 3,1991,5.1,27,33021,51.0
590,Doc Hollywood,1991,6.2,56,30854,62.0
591,The Commitments,1991,7.6,73,30182,76.0
592,New Jack City,1991,6.7,61,29112,67.0
593,L.A. Story,1991,6.7,66,28047,67.0
594,Regarding Henry,1991,6.7,47,27663,67.0
595,Frankie and Johnny,1991,6.7,66,26762,67.0
596,Don't Tell Mom the Babysitter's Dead,1991,6.2,35,25613,62.0
597,The Silence of the Lambs,1991,8.6,85,1156391,86.0
598,Terminator 2: Judgment Day,1991,8.5,75,922795,85.0
599,Beauty and the Beast,1991,8.0,95,395722,80.0
600,Hook,1991,6.8,52,216985,68.0
601,Robin Hood: Prince of Thieves,1991,6.9,51,168140,69.0
602,Cape Fear,1991,7.3,73,156116,73.0
603,Point Break,1991,7.3,58,142433,73.0
604,JFK,1991,8.0,72,132273,80.0
605,Thelma & Louise,1991,7.4,88,124106,74.0
606,The Addams Family,1991,6.9,57,116907,69.0
607,Boyz n the Hood,1991,7.7,76,114204,77.0
608,Barton Fink,1991,7.7,69,105625,77.0
609,The Naked Gun 2½: The Smell of Fear,1991,6.9,65,97739,69.0
610,Hot Shots!,1991,6.8,61,92865,68.0
611,The Last Boy Scout,1991,7.0,52,87307,70.0
612,The Doors,1991,7.2,62,78875,72.0
613,Delicatessen,1991,7.6,66,75711,76.0
614,The Fisher King,1991,7.5,61,74346,75.0
615,Backdraft,1991,6.7,38,67217,67.0
616,My Girl,1991,6.9,56,66892,69.0
617,Star Trek VI: The Undiscovered Country,1991,7.2,65,65754,72.0
618,Father of the Bride,1991,6.5,51,64045,65.0
619,Fried Green Tomatoes,1991,7.7,64,62121,77.0
620,Bill & Ted's Bogus Journey,1991,6.3,60,58857,63.0
621,What About Bob?,1991,7.0,60,58538,70.0
622,Night on Earth,1991,7.8,68,50872,78.0
623,The Rocketeer,1991,6.4,61,49175,64.0
624,Hudson Hawk,1991,5.8,17,49168,58.0
625,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6.0,45,48336,60.0
626,Sleeping with the Enemy,1991,6.2,48,46165,62.0
627,My Own Private Idaho,1991,7.1,77,45491,71.0
628,City Slickers,1991,6.7,70,44987,67.0
629,Naked Lunch,1991,7.1,67,43309,71.0
630,Highlander II: The Quickening,1991,4.3,31,41569,43.0
631,Freddy's Dead: The Final Nightmare,1991,4.9,39,38206,49.0
632,La double vie de Véronique,1991,7.8,86,37144,78.0
633,Child's Play 3,1991,5.1,27,33021,51.0
634,Doc Hollywood,1991,6.2,56,30854,62.0
635,The Commitments,1991,7.6,73,30182,76.0
636,New Jack City,1991,6.7,61,29112,67.0
637,L.A. Story,1991,6.7,66,28047,67.0
638,Regarding Henry,1991,6.7,47,27663,67.0
639,Frankie and Johnny,1991,6.7,66,26762,67.0
640,Don't Tell Mom the Babysitter's Dead,1991,6.2,35,25613,62.0
641,The Silence of the Lambs,1991,8.6,85,1156391,86.0
642,Terminator 2: Judgment Day,1991,8.5,75,922795,85.0
643,Beauty and the Beast,1991,8.0,95,395722,80.0
644,Hook,1991,6.8,52,216985,68.0
645,Robin Hood: Prince of Thieves,1991,6.9,51,168140,69.0
646,Cape Fear,1991,7.3,73,156116,73.0
647,Point Break,1991,7.3,58,142433,73.0
648,JFK,1991,8.0,72,132273,80.0
649,Thelma & Louise,1991,7.4,88,124106,74.0
650,The Addams Family,1991,6.9,57,116907,69.0
651,Boyz n the Hood,1991,7.7,76,114204,77.0
652,Barton Fink,1991,7.7,69,105625,77.0
653,The Naked Gun 2½: The Smell of Fear,1991,6.9,65,97739,69.0
654,Hot Shots!,1991,6.8,61,92865,68.0
655,The Last Boy Scout,1991,7.0,52,87307,70.0
656,The Doors,1991,7.2,62,78875,72.0
657,Delicatessen,1991,7.6,66,75711,76.0
658,The Fisher King,1991,7.5,61,74346,75.0
659,Backdraft,1991,6.7,38,67217,67.0
660,My Girl,1991,6.9,56,66892,69.0
661,Star Trek VI: The Undiscovered Country,1991,7.2,65,65754,72.0
662,Father of the Bride,1991,6.5,51,64045,65.0
663,Fried Green Tomatoes,1991,7.7,64,62121,77.0
664,Bill & Ted's Bogus Journey,1991,6.3,60,58857,63.0
665,What About Bob?,1991,7.0,60,58538,70.0
666,Night on Earth,1991,7.8,68,50872,78.0
667,The Rocketeer,1991,6.4,61,49175,64.0
668,Hudson Hawk,1991,5.8,17,49168,58.0
669,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6.0,45,48336,60.0
670,Sleeping with the Enemy,1991,6.2,48,46165,62.0
671,My Own Private Idaho,1991,7.1,77,45491,71.0
672,City Slickers,1991,6.7,70,44987,67.0
673,Naked Lunch,1991,7.1,67,43309,71.0
674,Highlander II: The Quickening,1991,4.3,31,41569,43.0
675,Freddy's Dead: The Final Nightmare,1991,4.9,39,38206,49.0
676,La double vie de Véronique,1991,7.8,86,37144,78.0
677,Child's Play 3,1991,5.1,27,33021,51.0
678,Doc Hollywood,1991,6.2,56,30854,62.0
679,The Commitments,1991,7.6,73,30182,76.0
680,New Jack City,1991,6.7,61,29112,67.0
681,L.A. Story,1991,6.7,66,28047,67.0
682,Regarding Henry,1991,6.7,47,27663,67.0
683,Frankie and Johnny,1991,6.7,66,26762,67.0
684,Don't Tell Mom the Babysitter's Dead,1991,6.2,35,25613,62.0
685,The Silence of the Lambs,1991,8.6,85,1156391,86.0
686,Terminator 2: Judgment Day,1991,8.5,75,922795,85.0
687,Beauty and the Beast,1991,8.0,95,395722,80.0
688,Hook,1991,6.8,52,216985,68.0
689,Robin Hood: Prince of Thieves,1991,6.9,51,168140,69.0
690,Cape Fear,1991,7.3,73,156116,73.0
691,Point Break,1991,7.3,58,142433,73.0
692,JFK,1991,8.0,72,132273,80.0
693,Thelma & Louise,1991,7.4,88,124106,74.0
694,The Addams Family,1991,6.9,57,116907,69.0
695,Boyz n the Hood,1991,7.7,76,114204,77.0
696,Barton Fink,1991,7.7,69,105625,77.0
697,The Naked Gun 2½: The Smell of Fear,1991,6.9,65,97739,69.0
698,Hot Shots!,1991,6.8,61,92865,68.0
699,The Last Boy Scout,1991,7.0,52,87307,70.0
700,The Doors,1991,7.2,62,78875,72.0
701,Delicatessen,1991,7.6,66,75711,76.0
702,The Fisher King,1991,7.5,61,74346,75.0
703,Backdraft,1991,6.7,38,67217,67.0
704,My Girl,1991,6.9,56,66892,69.0
705,Star Trek VI: The Undiscovered Country,1991,7.2,65,65754,72.0
706,Father of the Bride,1991,6.5,51,64045,65.0
707,Fried Green Tomatoes,1991,7.7,64,62121,77.0
708,Bill & Ted's Bogus Journey,1991,6.3,60,58857,63.0
709,What About Bob?,1991,7.0,60,58538,70.0
710,Night on Earth,1991,7.8,68,50872,78.0
711,The Rocketeer,1991,6.4,61,49175,64.0
712,Hudson Hawk,1991,5.8,17,49168,58.0
713,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6.0,45,48336,60.0
714,Sleeping with the Enemy,1991,6.2,48,46165,62.0
715,My Own Private Idaho,1991,7.1,77,45491,71.0
716,City Slickers,1991,6.7,70,44987,67.0
717,Naked Lunch,1991,7.1,67,43309,71.0
718,Highlander II: The Quickening,1991,4.3,31,41569,43.0
719,Freddy's Dead: The Final Nightmare,1991,4.9,39,38206,49.0
720,La double vie de Véronique,1991,7.8,86,37144,78.0
721,Child's Play 3,1991,5.1,27,33021,51.0
722,Doc Hollywood,1991,6.2,56,30854,62.0
723,The Commitments,1991,7.6,73,30182,76.0
724,New Jack City,1991,6.7,61,29112,67.0
725,L.A. Story,1991,6.7,66,28047,67.0
726,Regarding Henry,1991,6.7,47,27663,67.0
727,Frankie and Johnny,1991,6.7,66,26762,67.0
728,Don't Tell Mom the Babysitter's Dead,1991,6.2,35,25613,62.0
729,Reservoir Dogs,1992,8.3,79,844183,83.0
730,Unforgiven,1992,8.2,85,346678,82.0
731,Aladdin,1992,8.0,86,331396,80.0
732,Alien³,1992,6.5,59,258894,65.0
733,Batman Returns,1992,7.0,68,256386,70.0
734,Scent of a Woman,1992,8.0,59,236502,80.0
735,A Few Good Men,1992,7.7,62,217626,77.0
736,Dracula,1992,7.4,57,176105,74.0
737,Basic Instinct,1992,6.9,41,158834,69.0
738,Army of Darkness,1992,7.5,57,153221,75.0
739,Lethal Weapon 3,1992,6.7,40,147738,67.0
740,The Last of the Mohicans,1992,7.7,76,138164,77.0
741,Wayne's World,1992,7.0,57,134878,70.0
742,The Bodyguard,1992,6.3,39,109934,63.0
743,My Cousin Vinny,1992,7.6,68,98003,76.0
744,Death Becomes Her,1992,6.5,56,95360,65.0
745,Patriot Games,1992,6.9,64,95280,69.0
746,Glengarry Glen Ross,1992,7.8,80,89545,78.0
747,Braindead,1992,7.5,54,87275,75.0
748,A League of Their Own,1992,7.2,67,85500,72.0
749,Sister Act,1992,6.4,51,79979,64.0
750,Universal Soldier,1992,6.0,35,78244,60.0
751,Twin Peaks: Fire Walk with Me,1992,7.3,28,78107,73.0
752,Malcolm X,1992,7.7,72,76817,77.0
753,Under Siege,1992,6.5,58,71684,65.0
754,White Men Can't Jump,1992,6.8,65,70040,68.0
755,Kurenai no buta,1992,7.8,83,62927,78.0
756,El mariachi,1992,6.9,73,59910,69.0
757,Far and Away,1992,6.6,49,55475,66.0
758,The Mighty Ducks,1992,6.5,46,53768,65.0
759,Chaplin,1992,7.6,47,50256,76.0
760,The Player,1992,7.5,86,50178,75.0
761,A River Runs Through It,1992,7.2,68,49639,72.0
762,The Crying Game,1992,7.2,90,47912,72.0
763,The Muppet Christmas Carol,1992,7.7,64,43150,77.0
764,Buffy the Vampire Slayer,1992,5.6,48,37482,56.0
765,Romper Stomper,1992,6.8,61,35779,68.0
766,Bad Lieutenant,1992,7.1,70,35334,71.0
767,Reservoir Dogs,1992,8.3,79,844183,83.0
768,Unforgiven,1992,8.2,85,346678,82.0
769,Aladdin,1992,8.0,86,331396,80.0
770,Alien³,1992,6.5,59,258894,65.0
771,Batman Returns,1992,7.0,68,256386,70.0
772,Scent of a Woman,1992,8.0,59,236502,80.0
773,A Few Good Men,1992,7.7,62,217626,77.0
774,Dracula,1992,7.4,57,176105,74.0
775,Basic Instinct,1992,6.9,41,158834,69.0
776,Army of Darkness,1992,7.5,57,153221,75.0
777,Lethal Weapon 3,1992,6.7,40,147738,67.0
778,The Last of the Mohicans,1992,7.7,76,138164,77.0
779,Wayne's World,1992,7.0,57,134878,70.0
780,The Bodyguard,1992,6.3,39,109934,63.0
781,My Cousin Vinny,1992,7.6,68,98003,76.0
782,Death Becomes Her,1992,6.5,56,95360,65.0
783,Patriot Games,1992,6.9,64,95280,69.0
784,Glengarry Glen Ross,1992,7.8,80,89545,78.0
785,Braindead,1992,7.5,54,87275,75.0
786,A League of Their Own,1992,7.2,67,85500,72.0
787,Sister Act,1992,6.4,51,79979,64.0
788,Universal Soldier,1992,6.0,35,78244,60.0
789,Twin Peaks: Fire Walk with Me,1992,7.3,28,78107,73.0
790,Malcolm X,1992,7.7,72,76817,77.0
791,Under Siege,1992,6.5,58,71684,65.0
792,White Men Can't Jump,1992,6.8,65,70040,68.0
793,Kurenai no buta,1992,7.8,83,62927,78.0
794,El mariachi,1992,6.9,73,59910,69.0
795,Far and Away,1992,6.6,49,55475,66.0
796,The Mighty Ducks,1992,6.5,46,53768,65.0
797,Chaplin,1992,7.6,47,50256,76.0
798,The Player,1992,7.5,86,50178,75.0
799,A River Runs Through It,1992,7.2,68,49639,72.0
800,The Crying Game,1992,7.2,90,47912,72.0
801,The Muppet Christmas Carol,1992,7.7,64,43150,77.0
802,Buffy the Vampire Slayer,1992,5.6,48,37482,56.0
803,Romper Stomper,1992,6.8,61,35779,68.0
804,Bad Lieutenant,1992,7.1,70,35334,71.0
805,Reservoir Dogs,1992,8.3,79,844183,83.0
806,Unforgiven,1992,8.2,85,346678,82.0
807,Aladdin,1992,8.0,86,331396,80.0
808,Alien³,1992,6.5,59,258894,65.0
809,Batman Returns,1992,7.0,68,256386,70.0
810,Scent of a Woman,1992,8.0,59,236502,80.0
811,A Few Good Men,1992,7.7,62,217626,77.0
812,Dracula,1992,7.4,57,176105,74.0
813,Basic Instinct,1992,6.9,41,158834,69.0
814,Army of Darkness,1992,7.5,57,153221,75.0
815,Lethal Weapon 3,1992,6.7,40,147738,67.0
816,The Last of the Mohicans,1992,7.7,76,138164,77.0
817,Wayne's World,1992,7.0,57,134878,70.0
818,The Bodyguard,1992,6.3,39,109934,63.0
819,My Cousin Vinny,1992,7.6,68,98003,76.0
820,Death Becomes Her,1992,6.5,56,95360,65.0
821,Patriot Games,1992,6.9,64,95280,69.0
822,Glengarry Glen Ross,1992,7.8,80,89545,78.0
823,Braindead,1992,7.5,54,87275,75.0
824,A League of Their Own,1992,7.2,67,85500,72.0
825,Sister Act,1992,6.4,51,79979,64.0
826,Universal Soldier,1992,6.0,35,78244,60.0
827,Twin Peaks: Fire Walk with Me,1992,7.3,28,78107,73.0
828,Malcolm X,1992,7.7,72,76817,77.0
829,Under Siege,1992,6.5,58,71684,65.0
830,White Men Can't Jump,1992,6.8,65,70040,68.0
831,Kurenai no buta,1992,7.8,83,62927,78.0
832,El mariachi,1992,6.9,73,59910,69.0
833,Far and Away,1992,6.6,49,55475,66.0
834,The Mighty Ducks,1992,6.5,46,53768,65.0
835,Chaplin,1992,7.6,47,50256,76.0
836,The Player,1992,7.5,86,50178,75.0
837,A River Runs Through It,1992,7.2,68,49639,72.0
838,The Crying Game,1992,7.2,90,47912,72.0
839,The Muppet Christmas Carol,1992,7.7,64,43150,77.0
840,Buffy the Vampire Slayer,1992,5.6,48,37482,56.0
841,Romper Stomper,1992,6.8,61,35779,68.0
842,Bad Lieutenant,1992,7.1,70,35334,71.0
843,Reservoir Dogs,1992,8.3,79,844183,83.0
844,Unforgiven,1992,8.2,85,346678,82.0
845,Aladdin,1992,8.0,86,331396,80.0
846,Alien³,1992,6.5,59,258894,65.0
847,Batman Returns,1992,7.0,68,256386,70.0
848,Scent of a Woman,1992,8.0,59,236502,80.0
849,A Few Good Men,1992,7.7,62,217626,77.0
850,Dracula,1992,7.4,57,176105,74.0
851,Basic Instinct,1992,6.9,41,158834,69.0
852,Army of Darkness,1992,7.5,57,153221,75.0
853,Lethal Weapon 3,1992,6.7,40,147738,67.0
854,The Last of the Mohicans,1992,7.7,76,138164,77.0
855,Wayne's World,1992,7.0,57,134878,70.0
856,The Bodyguard,1992,6.3,39,109934,63.0
857,My Cousin Vinny,1992,7.6,68,98003,76.0
858,Death Becomes Her,1992,6.5,56,95360,65.0
859,Patriot Games,1992,6.9,64,95280,69.0
860,Glengarry Glen Ross,1992,7.8,80,89545,78.0
861,Braindead,1992,7.5,54,87275,75.0
862,A League of Their Own,1992,7.2,67,85500,72.0
863,Sister Act,1992,6.4,51,79979,64.0
864,Universal Soldier,1992,6.0,35,78244,60.0
865,Twin Peaks: Fire Walk with Me,1992,7.3,28,78107,73.0
866,Malcolm X,1992,7.7,72,76817,77.0
867,Under Siege,1992,6.5,58,71684,65.0
868,White Men Can't Jump,1992,6.8,65,70040,68.0
869,Kurenai no buta,1992,7.8,83,62927,78.0
870,El mariachi,1992,6.9,73,59910,69.0
871,Far and Away,1992,6.6,49,55475,66.0
872,The Mighty Ducks,1992,6.5,46,53768,65.0
873,Chaplin,1992,7.6,47,50256,76.0
874,The Player,1992,7.5,86,50178,75.0
875,A River Runs Through It,1992,7.2,68,49639,72.0
876,The Crying Game,1992,7.2,90,47912,72.0
877,The Muppet Christmas Carol,1992,7.7,64,43150,77.0
878,Buffy the Vampire Slayer,1992,5.6,48,37482,56.0
879,Romper Stomper,1992,6.8,61,35779,68.0
880,Bad Lieutenant,1992,7.1,70,35334,71.0
881,Reservoir Dogs,1992,8.3,79,844183,83.0
882,Unforgiven,1992,8.2,85,346678,82.0
883,Aladdin,1992,8.0,86,331396,80.0
884,Alien³,1992,6.5,59,258894,65.0
885,Batman Returns,1992,7.0,68,256386,70.0
886,Scent of a Woman,1992,8.0,59,236502,80.0
887,A Few Good Men,1992,7.7,62,217626,77.0
888,Dracula,1992,7.4,57,176105,74.0
889,Basic Instinct,1992,6.9,41,158834,69.0
890,Army of Darkness,1992,7.5,57,153221,75.0
891,Lethal Weapon 3,1992,6.7,40,147738,67.0
892,The Last of the Mohicans,1992,7.7,76,138164,77.0
893,Wayne's World,1992,7.0,57,134878,70.0
894,The Bodyguard,1992,6.3,39,109934,63.0
895,My Cousin Vinny,1992,7.6,68,98003,76.0
896,Death Becomes Her,1992,6.5,56,95360,65.0
897,Patriot Games,1992,6.9,64,95280,69.0
898,Glengarry Glen Ross,1992,7.8,80,89545,78.0
899,Braindead,1992,7.5,54,87275,75.0
900,A League of Their Own,1992,7.2,67,85500,72.0
901,Sister Act,1992,6.4,51,79979,64.0
902,Universal Soldier,1992,6.0,35,78244,60.0
903,Twin Peaks: Fire Walk with Me,1992,7.3,28,78107,73.0
904,Malcolm X,1992,7.7,72,76817,77.0
905,Under Siege,1992,6.5,58,71684,65.0
906,White Men Can't Jump,1992,6.8,65,70040,68.0
907,Kurenai no buta,1992,7.8,83,62927,78.0
908,El mariachi,1992,6.9,73,59910,69.0
909,Far and Away,1992,6.6,49,55475,66.0
910,The Mighty Ducks,1992,6.5,46,53768,65.0
911,Chaplin,1992,7.6,47,50256,76.0
912,The Player,1992,7.5,86,50178,75.0
913,A River Runs Through It,1992,7.2,68,49639,72.0
914,The Crying Game,1992,7.2,90,47912,72.0
915,The Muppet Christmas Carol,1992,7.7,64,43150,77.0
916,Buffy the Vampire Slayer,1992,5.6,48,37482,56.0
917,Romper Stomper,1992,6.8,61,35779,68.0
918,Bad Lieutenant,1992,7.1,70,35334,71.0
919,Reservoir Dogs,1992,8.3,79,844183,83.0
920,Unforgiven,1992,8.2,85,346678,82.0
921,Aladdin,1992,8.0,86,331396,80.0
922,Alien³,1992,6.5,59,258894,65.0
923,Batman Returns,1992,7.0,68,256386,70.0
924,Scent of a Woman,1992,8.0,59,236502,80.0
925,A Few Good Men,1992,7.7,62,217626,77.0
926,Dracula,1992,7.4,57,176105,74.0
927,Basic Instinct,1992,6.9,41,158834,69.0
928,Army of Darkness,1992,7.5,57,153221,75.0
929,Lethal Weapon 3,1992,6.7,40,147738,67.0
930,The Last of the Mohicans,1992,7.7,76,138164,77.0
931,Wayne's World,1992,7.0,57,134878,70.0
932,The Bodyguard,1992,6.3,39,109934,63.0
933,My Cousin Vinny,1992,7.6,68,98003,76.0
934,Death Becomes Her,1992,6.5,56,95360,65.0
935,Patriot Games,1992,6.9,64,95280,69.0
936,Glengarry Glen Ross,1992,7.8,80,89545,78.0
937,Braindead,1992,7.5,54,87275,75.0
938,A League of Their Own,1992,7.2,67,85500,72.0
939,Sister Act,1992,6.4,51,79979,64.0
940,Universal Soldier,1992,6.0,35,78244,60.0
941,Twin Peaks: Fire Walk with Me,1992,7.3,28,78107,73.0
942,Malcolm X,1992,7.7,72,76817,77.0
943,Under Siege,1992,6.5,58,71684,65.0
944,White Men Can't Jump,1992,6.8,65,70040,68.0
945,Kurenai no buta,1992,7.8,83,62927,78.0
946,El mariachi,1992,6.9,73,59910,69.0
947,Far and Away,1992,6.6,49,55475,66.0
948,The Mighty Ducks,1992,6.5,46,53768,65.0
949,Chaplin,1992,7.6,47,50256,76.0
950,The Player,1992,7.5,86,50178,75.0
951,A River Runs Through It,1992,7.2,68,49639,72.0
952,The Crying Game,1992,7.2,90,47912,72.0
953,The Muppet Christmas Carol,1992,7.7,64,43150,77.0
954,Buffy the Vampire Slayer,1992,5.6,48,37482,56.0
955,Romper Stomper,1992,6.8,61,35779,68.0
956,Bad Lieutenant,1992,7.1,70,35334,71.0
957,Reservoir Dogs,1992,8.3,79,844183,83.0
958,Unforgiven,1992,8.2,85,346678,82.0
959,Aladdin,1992,8.0,86,331396,80.0
960,Alien³,1992,6.5,59,258894,65.0
961,Batman Returns,1992,7.0,68,256386,70.0
962,Scent of a Woman,1992,8.0,59,236502,80.0
963,A Few Good Men,1992,7.7,62,217626,77.0
964,Dracula,1992,7.4,57,176105,74.0
965,Basic Instinct,1992,6.9,41,158834,69.0
966,Army of Darkness,1992,7.5,57,153221,75.0
967,Lethal Weapon 3,1992,6.7,40,147738,67.0
968,The Last of the Mohicans,1992,7.7,76,138164,77.0
969,Wayne's World,1992,7.0,57,134878,70.0
970,The Bodyguard,1992,6.3,39,109934,63.0
971,My Cousin Vinny,1992,7.6,68,98003,76.0
972,Death Becomes Her,1992,6.5,56,95360,65.0
973,Patriot Games,1992,6.9,64,95280,69.0
974,Glengarry Glen Ross,1992,7.8,80,89545,78.0
975,Braindead,1992,7.5,54,87275,75.0
976,A League of Their Own,1992,7.2,67,85500,72.0
977,Sister Act,1992,6.4,51,79979,64.0
978,Universal Soldier,1992,6.0,35,78244,60.0
979,Twin Peaks: Fire Walk with Me,1992,7.3,28,78107,73.0
980,Malcolm X,1992,7.7,72,76817,77.0
981,Under Siege,1992,6.5,58,71684,65.0
982,White Men Can't Jump,1992,6.8,65,70040,68.0
983,Kurenai no buta,1992,7.8,83,62927,78.0
984,El mariachi,1992,6.9,73,59910,69.0
985,Far and Away,1992,6.6,49,55475,66.0
986,The Mighty Ducks,1992,6.5,46,53768,65.0
987,Chaplin,1992,7.6,47,50256,76.0
988,The Player,1992,7.5,86,50178,75.0
989,A River Runs Through It,1992,7.2,68,49639,72.0
990,The Crying Game,1992,7.2,90,47912,72.0
991,The Muppet Christmas Carol,1992,7.7,64,43150,77.0
992,Buffy the Vampire Slayer,1992,5.6,48,37482,56.0
993,Romper Stomper,1992,6.8,61,35779,68.0
994,Bad Lieutenant,1992,7.1,70,35334,71.0
995,Reservoir Dogs,1992,8.3,79,844183,83.0
996,Unforgiven,1992,8.2,85,346678,82.0
997,Aladdin,1992,8.0,86,331396,80.0
998,Alien³,1992,6.5,59,258894,65.0
999,Batman Returns,1992,7.0,68,256386,70.0
1000,Scent of a Woman,1992,8.0,59,236502,80.0
1001,A Few Good Men,1992,7.7,62,217626,77.0
1002,Dracula,1992,7.4,57,176105,74.0
1003,Basic Instinct,1992,6.9,41,158834,69.0
1004,Army of Darkness,1992,7.5,57,153221,75.0
1005,Lethal Weapon 3,1992,6.7,40,147738,67.0
1006,The Last of the Mohicans,1992,7.7,76,138164,77.0
1007,Wayne's World,1992,7.0,57,134878,70.0
1008,The Bodyguard,1992,6.3,39,109934,63.0
1009,My Cousin Vinny,1992,7.6,68,98003,76.0
1010,Death Becomes Her,1992,6.5,56,95360,65.0
1011,Patriot Games,1992,6.9,64,95280,69.0
1012,Glengarry Glen Ross,1992,7.8,80,89545,78.0
1013,Braindead,1992,7.5,54,87275,75.0
1014,A League of Their Own,1992,7.2,67,85500,72.0
1015,Sister Act,1992,6.4,51,79979,64.0
1016,Universal Soldier,1992,6.0,35,78244,60.0
1017,Twin Peaks: Fire Walk with Me,1992,7.3,28,78107,73.0
